SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,BIRTHS2020,BIRTHS2021,BIRTHS2022,DEATHS2020,DEATHS2021,DEATHS2022,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,NETMIG2020,NETMIG2021,NETMIG2022,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,RBIRTH2021,RBIRTH2022,RDEATH2021,RDEATH2022,RNATURALCHG2021,RNATURALCHG2022,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RDOMESTICMIG2021,RDOMESTICMIG2022,RNETMIG2021,RNETMIG2022
50,3,5,13,81,Georgia,Crisp County,20127,20050,20024,19708,-77,-26,-316,61,252,259,84,375,378,-23,-123,-119,0,0,-1,-51,85,-192,-51,85,-193,-3,12,-4,412,412,579,419,12.576733,13.0373502,18.7153766,19.0274841,-6.1386435,-5.9901339,0,-0.0503373,4.24215202,-9.6647539,4.24215202,-9.7150911
50,3,5,13,83,Georgia,Dade County,16246,16235,16230,16081,-11,-5,-149,36,139,144,53,247,248,-17,-108,-104,0,2,2,3,90,-40,3,92,-38,3,11,-7,803,803,690,627,8.56306792,8.91337315,15.2163869,15.3508093,-6.653319,-6.4374362,0.12320961,0.12379685,5.54443247,-2.475937,5.66764208,-2.3521401
50,3,5,13,85,Georgia,Dawson County,26796,27056,28475,30138,260,1419,1663,64,283,299,64,293,304,0,-10,-5,0,1,4,285,1506,1580,285,1507,1584,-25,-78,84,116,116,116,124,10.1925051,10.2025148,10.5526643,10.3731254,-0.3601592,-0.1706106,0.03601592,0.13648849,54.2399741,53.9129545,54.27599,54.049443
50,3,5,13,87,Georgia,Decatur County,29369,29324,29045,28982,-45,-279,-63,59,345,357,99,432,434,-40,-87,-77,0,4,7,-10,-206,23,-10,-202,30,5,10,-16,819,819,815,797,11.8213435,12.3046168,14.802378,14.9585538,-2.9810345,-2.653937,0.13705906,0.241267,-7.0585413,0.79273442,-6.9214823,1.03400141
50,3,5,13,89,Georgia,DeKalb County,764386,764420,759231,762820,34,-5189,3589,2506,9905,10260,1435,5995,5871,1071,3910,4389,150,1754,4581,-1397,-10871,-4979,-1247,-9117,-398,210,18,-402,10892,10944,11144,11702,13.0016651,13.4818084,7.86925615,7.71459038,5.13240893,5.76721805,2.30236452,6.0195092,-14.269672,-6.5424877,-11.967307,-0.5229785
50,3,5,13,91,Georgia,Dodge County,19929,19874,19675,19802,-55,-199,127,40,188,190,65,331,330,-25,-143,-140,0,3,10,-32,-69,255,-32,-66,265,2,10,2,1689,1689,1590,1764,9.50719361,9.62585809,16.7387292,16.7185956,-7.2315356,-7.0927375,0.15171054,0.50662411,-3.4893423,12.9189148,-3.3376318,13.4255389
50,3,5,13,93,Georgia,Dooly County,11212,11165,10881,10572,-47,-284,-309,21,97,99,57,187,189,-36,-90,-90,0,5,6,-8,-196,-239,-8,-191,-233,-3,-3,14,1776,1804,1750,1464,8.79978227,9.22947839,16.9645287,17.6199133,-8.1647464,-8.3904349,0.45359702,0.55936233,-17.781003,-22.281266,-17.327406,-21.721904
50,3,5,13,95,Georgia,Dougherty County,85790,85153,82267,82966,-637,-2886,699,268,1087,1163,383,1234,1234,-115,-147,-71,1,14,46,-477,-2586,675,-476,-2572,721,-46,-167,49,3227,3057,767,2484,12.9853064,14.0770911,14.741369,14.9364836,-1.7560626,-0.8593925,0.16724406,0.5567895,-30.892367,8.17028076,-30.725122,8.72707026
50,3,5,13,97,Georgia,Douglas County,144227,144552,145628,147316,325,1076,1688,390,1648,1709,303,1321,1290,87,327,419,1,75,176,196,584,1131,197,659,1307,41,90,-38,879,879,564,819,11.3584672,11.667759,9.10469364,8.80714403,2.25377352,2.860615,0.51692053,1.20159484,4.02508788,7.72161232,4.54200841,8.92320717
50,3,5,13,99,Georgia,Early County,10855,10799,10651,10574,-56,-148,-77,33,117,117,63,194,197,-30,-77,-80,0,0,2,-26,-69,5,-26,-69,7,0,-2,-4,102,102,179,182,10.9090909,11.024735,18.0885781,18.5630153,-7.1794872,-7.5382803,0,0.18845701,-6.4335664,0.47114252,-6.4335664,0.65959953
50,3,5,13,101,Georgia,Echols County,3703,3720,3708,3686,17,-12,-22,14,48,46,5,46,44,9,2,2,0,1,3,7,-18,-26,7,-17,-23,1,3,-1,0,0,0,0,12.9240711,12.442521,12.3855681,11.9015418,0.53850296,0.54097917,0.26925148,0.81146876,-4.8465267,-7.0327292,-4.5772752,-6.2212605
50,3,5,13,103,Georgia,Effingham County,64768,65158,66746,69041,390,1588,2295,194,822,831,112,600,636,82,222,195,1,4,16,310,1385,2021,311,1389,2037,-3,-23,63,312,312,237,337,12.4636099,12.2397579,9.09752547,9.36761251,3.36608443,2.87214535,0.06065017,0.23566321,21.0001213,29.7672089,21.0607715,30.0028721
50,3,5,13,105,Georgia,Elbert County,19638,19667,19554,19814,29,-113,260,47,198,205,75,363,351,-28,-165,-146,0,0,-6,57,40,403,57,40,397,0,12,9,218,218,182,218,10.0966319,10.4145499,18.5104918,17.8317415,-8.4138599,-7.4171916,0,-0.3048161,2.03972362,20.473481,2.03972362,20.1686649
50,3,5,13,107,Georgia,Emanuel County,22769,22887,22887,22929,118,0,42,65,278,282,73,377,386,-8,-99,-104,0,3,3,139,82,138,139,85,141,-13,14,5,1148,1286,1304,1383,12.1466335,12.31011,16.4722331,16.8500087,-4.3255997,-4.5398987,0.13107878,0.13095862,3.58281994,6.02409639,3.71389872,6.155055
50,3,5,13,109,Georgia,Evans County,10772,10790,10711,10695,18,-79,-16,46,127,130,21,161,162,25,-34,-32,0,2,7,-8,-50,13,-8,-48,20,1,3,-4,464,464,477,573,11.813404,12.1461273,14.9760476,15.1359432,-3.1626436,-2.9898159,0.18603786,0.65402224,-4.6509465,1.21461273,-4.4649086,1.86863496
50,3,5,13,111,Georgia,Fannin County,25319,25434,25763,25737,115,329,-26,37,177,184,85,461,446,-48,-284,-262,0,-1,-4,184,642,229,184,641,225,-21,-28,11,129,129,87,82,6.91446764,7.14563107,18.0088677,17.3203884,-11.0944,-10.174757,-0.0390648,-0.1553398,25.0795945,8.89320388,25.0405297,8.73786408
50,3,5,13,113,Georgia,Fayette County,119186,119483,120681,122030,297,1198,1349,214,860,910,268,1144,1141,-54,-284,-231,1,139,338,331,1294,1338,332,1433,1676,19,49,-96,591,591,581,643,7.16177279,7.49863006,9.52682334,9.40212846,-2.3650505,-1.9034984,1.15754235,2.78520545,10.7759698,11.0254583,11.9335121,13.8106637
50,3,5,13,115,Georgia,Floyd County,98586,98575,98499,99443,-11,-76,944,260,1084,1113,295,1414,1418,-35,-330,-305,3,69,173,0,105,1059,3,174,1232,21,80,17,4436,4347,4111,4198,11.0009438,11.2457184,14.3499396,14.3274292,-3.3489958,-3.0817108,0.70024458,1.74798678,1.06558958,10.7001041,1.76583415,12.4480909
50,3,5,13,117,Georgia,Forsyth County,251283,252878,260721,267237,1595,7843,6516,556,2335,2339,340,1656,1619,216,679,720,12,359,926,1389,6985,4857,1401,7344,5783,-22,-180,13,1281,1281,1274,1279,9.09269683,8.8605533,6.44861069,6.13306361,2.64408615,2.72748969,1.3979778,3.50785479,27.2002087,18.3991908,28.5981865,21.9070456
50,3,5,13,119,Georgia,Franklin County,23424,23468,23503,24128,44,35,625,67,268,279,76,390,381,-9,-122,-102,0,10,35,53,134,658,53,144,693,0,13,34,798,798,507,797,11.4112963,11.7150595,16.6059909,15.9979845,-5.1946946,-4.282925,0.42579464,1.46963112,5.70564817,27.6290651,6.13144281,29.0986962
50,3,5,13,121,Georgia,Fulton County,1066702,1069370,1062531,1074634,2668,-6839,12103,2798,11198,12062,2026,8164,8193,772,3034,3869,135,1886,5097,1654,-11771,3362,1789,-9885,8459,107,12,-225,34136,34028,29239,32750,10.5051782,11.287851,7.65889223,7.66716655,2.84628601,3.62068441,1.76931293,4.76987037,-11.042727,3.14622409,-9.2734137,7.91609445
50,3,5,13,123,Georgia,Gilmer County,31354,31428,32090,32407,74,662,317,80,287,291,92,473,484,-12,-186,-193,0,18,41,98,866,447,98,884,488,-12,-36,22,209,170,255,244,9.03680846,9.02367552,14.893416,15.00845,-5.8566076,-5.9847745,0.56676848,1.27137696,27.2678611,13.8611098,27.8346296,15.1324868
50,3,5,13,125,Georgia,Glascock County,2882,2894,2906,2939,12,12,33,7,30,30,3,44,46,4,-14,-16,0,0,0,9,26,48,9,26,48,-1,0,1,71,71,52,51,10.3448276,10.2651839,15.1724138,15.7399487,-4.8275862,-5.4747648,0,0,8.96551724,16.4242943,8.96551724,16.4242943
50,3,5,13,127,Georgia,Glynn County,84497,84471,84705,85079,-26,234,374,184,826,867,255,1152,1152,-71,-326,-285,0,51,112,36,469,557,36,520,669,9,40,-10,2318,2268,2184,2119,9.76497848,10.2129765,13.618953,13.5701833,-3.8539746,-3.3572068,0.6029224,1.31932338,5.54452168,6.56127786,6.14744408,7.88060123
50,3,5,13,129,Georgia,Gordon County,57543,57716,58253,58954,173,537,701,147,624,649,156,704,733,-9,-80,-84,3,45,107,179,556,677,182,601,784,0,16,1,491,491,495,493,10.7614966,11.0744239,12.1411757,12.5077854,-1.3796791,-1.4333615,0.77606947,1.82582952,9.58876941,11.552211,10.3648389,13.3780406
50,3,5,13,131,Georgia,Grady County,26237,26222,25879,26008,-15,-343,129,73,292,292,67,330,343,6,-38,-51,0,2,-1,-23,-306,192,-23,-304,191,2,-1,-11,184,184,136,154,11.2089979,11.2552277,12.6677031,13.221038,-1.4587052,-1.9658103,0.07677396,-0.0385453,-11.746416,7.40069767,-11.669642,7.36215237
50,3,5,13,133,Georgia,Greene County,18907,19021,19553,20139,114,532,586,27,141,142,53,265,271,-26,-124,-129,0,11,28,162,678,657,162,689,685,-22,-33,30,96,96,94,94,7.31062374,7.15509423,13.7398248,13.6551446,-6.429201,-6.5000504,0.57033235,1.41086365,35.153212,33.1049078,35.7235444,34.5157714
50,3,5,13,135,Georgia,Gwinnett County,957027,958005,965145,975353,978,7140,10208,2647,10842,11064,1356,5917,5867,1291,4925,5197,186,1907,5202,-650,-175,245,-464,1732,5447,151,483,-436,6138,5986,4916,5535,11.2752515,11.4032583,6.15344617,6.04690136,5.12180537,5.35635698,1.98320464,5.36151029,-0.1819931,0.2525125,1.80121155,5.61402279
50,3,5,13,137,Georgia,Habersham County,46033,46138,46740,47475,105,602,735,134,504,531,161,602,602,-27,-98,-71,3,42,101,129,661,707,132,703,808,0,-3,-2,2907,2907,2831,2516,10.8529469,11.2720904,12.9632421,12.7792814,-2.1102952,-1.507191,0.90441224,2.14403227,14.233726,15.0082259,15.1381382,17.1522581
50,3,5,13,139,Georgia,Hall County,203166,203735,207393,212692,569,3658,5299,613,2519,2598,477,2040,2015,136,479,583,4,121,338,408,3091,4232,412,3212,4570,21,-33,146,2600,2600,2312,2444,12.2540912,12.3689253,9.92391664,9.59329659,2.33017454,2.77562874,0.58862447,1.60919814,15.0366796,20.1483033,15.625304,21.7575015
50,3,5,13,141,Georgia,Hancock County,8733,8708,8664,8387,-25,-44,-277,12,53,54,65,187,191,-53,-134,-137,0,0,1,29,90,-147,29,90,-146,-1,0,6,1281,1281,1344,1156,6.10177297,6.33393936,21.5288971,22.4033781,-15.427124,-16.069439,0,0.11729517,10.3615013,-17.24239,10.3615013,-17.125095
50,3,5,13,143,Georgia,Haralson County,29920,30037,30579,31337,117,542,758,83,351,363,102,474,466,-19,-123,-103,0,-2,-1,141,684,836,141,682,835,-5,-17,26,148,148,147,177,11.5811007,11.7255637,15.6394351,15.052652,-4.0583344,-3.3270883,-0.0659892,-0.0323018,22.5682988,27.0043284,22.5023096,26.9720266
50,3,5,13,145,Georgia,Harris County,34669,34896,35605,36276,227,709,671,69,307,313,97,360,362,-28,-53,-49,2,6,21,268,769,688,270,775,709,-15,-13,11,472,472,392,431,8.70909632,8.70883822,10.2126211,10.0722027,-1.5035248,-1.3633645,0.17021035,0.58429905,21.8152934,19.1427498,21.9855038,19.7270489
50,3,5,13,147,Georgia,Hart County,25824,25871,26340,26909,47,469,569,63,264,260,84,391,400,-21,-127,-140,0,2,6,71,610,663,71,612,669,-3,-16,40,659,659,531,682,10.1128115,9.7654416,14.9776867,15.0237563,-4.8648752,-5.2583147,0.07661221,0.22535634,23.3667235,24.9018761,23.4433357,25.1272324
50,3,5,13,149,Georgia,Heard County,11414,11448,11529,11725,34,81,196,34,129,128,44,173,176,-10,-44,-48,0,0,0,46,122,243,46,122,243,-2,3,1,108,108,102,107,11.2286199,11.0088587,15.0585368,15.1371807,-3.8299169,-4.128322,0,0,10.619315,20.8996302,10.619315,20.8996302
50,3,5,13,151,Georgia,Henry County,240719,241848,245023,248364,1129,3175,3341,574,2481,2678,474,2087,2156,100,394,522,1,71,185,1004,2612,2734,1005,2683,2919,24,98,-100,698,698,378,655,10.1916113,10.8555758,8.5731128,8.73958981,1.61849853,2.11598603,0.29165837,0.74991842,10.7297416,11.0825782,11.0213999,11.8324966
50,3,5,13,153,Georgia,Houston County,163641,164343,167156,169631,702,2813,2475,465,1943,1986,358,1680,1673,107,263,313,2,89,228,585,2461,1955,587,2550,2183,8,0,-21,1548,1548,1681,1671,11.722509,11.7938044,10.1357772,9.93506281,1.58673179,1.85874158,0.53695486,1.3539715,14.8477069,11.6097118,15.3846618,12.9636833
50,3,5,13,155,Georgia,Irwin County,9667,9650,9375,9126,-17,-275,-249,30,103,99,37,157,152,-7,-54,-53,0,0,2,-11,-212,-215,-11,-212,-213,1,-9,17,798,798,568,325,10.8278581,10.7021242,16.5045992,16.4315442,-5.6767411,-5.72942,0,0.21620453,-22.286465,-23.241987,-22.286465,-23.025782
50,3,5,13,157,Georgia,Jackson County,75904,76717,80317,83936,813,3600,3619,206,923,963,192,824,813,14,99,150,0,35,82,862,3624,3256,862,3659,3338,-63,-158,131,611,611,578,594,11.755416,11.7258132,10.4945426,9.89936257,1.26087344,1.82645066,0.44576334,0.99845969,46.1556096,39.6461556,46.601373,40.6446153
50,3,5,13,159,Georgia,Jasper County,14595,14666,15259,15951,71,593,692,29,147,147,32,210,204,-3,-63,-57,0,2,7,77,688,709,77,690,716,-3,-34,33,86,86,53,76,9.8245614,9.42005767,14.0350877,13.0727331,-4.2105263,-3.6526754,0.1336675,0.44857417,45.9816207,45.4341557,46.1152882,45.8827299
50,3,5,13,161,Georgia,Jeff Davis County,14778,14799,14848,14889,21,49,41,45,174,178,48,232,225,-3,-58,-47,0,2,4,20,99,87,20,101,91,4,6,-3,104,104,105,103,11.7381185,11.9716179,15.6508247,15.132663,-3.9127062,-3.1610452,0.1349209,0.26902512,6.67858468,5.85129636,6.81350558,6.12032149
50,3,5,13,163,Georgia,Jefferson County,15714,15678,15494,15314,-36,-184,-180,29,163,165,62,294,290,-33,-131,-125,0,4,4,-7,-66,-55,-7,-62,-51,4,9,-4,526,526,510,521,10.4581034,10.7115035,18.8630823,18.8262789,-8.4049788,-8.1147754,0.25664057,0.25967281,-4.2345695,-3.5705012,-3.9779289,-3.3108284
50,3,5,13,165,Georgia,Jenkins County,8678,8666,8776,8689,-12,110,-87,16,91,92,34,123,133,-18,-32,-41,0,8,22,3,138,-67,3,146,-45,3,-4,-1,1115,1115,1240,1235,10.4345832,10.5353564,14.1038872,15.2304609,-3.669304,-4.6951045,0.91732599,2.51932436,15.8238734,-7.6724878,16.7411994,-5.1531635
50,3,5,13,167,Georgia,Johnson County,9192,9186,9034,9242,-6,-152,208,22,97,96,27,154,153,-5,-57,-57,0,0,0,-2,-94,248,-2,-94,248,1,-1,17,1708,1708,1589,1773,10.64764,10.5055811,16.9045005,16.7432699,-6.2568606,-6.2376888,0,0,-10.318332,27.1394178,-10.318332,27.1394178
50,3,5,13,169,Georgia,Jones County,28351,28397,28409,28472,46,12,63,66,279,246,77,415,404,-11,-136,-158,0,1,1,51,131,227,51,132,228,6,16,-7,282,282,280,282,9.82290603,8.64963696,14.6111326,14.2050948,-4.7882266,-5.5554579,0.03520755,0.03516113,4.61218885,7.98157557,4.6473964,8.0167367
50,3,5,13,171,Georgia,Lamar County,18500,18551,18684,19467,51,133,783,46,211,216,65,283,292,-19,-72,-76,0,2,10,72,195,806,72,197,816,-2,8,43,951,950,545,612,11.3334229,11.3234253,15.200752,15.3075935,-3.8673291,-3.9841682,0.10742581,0.52423265,10.4740164,42.2531519,10.5814422,42.7773846
50,3,5,13,173,Georgia,Lanier County,9880,9926,10052,10171,46,126,119,29,144,141,22,111,114,7,33,27,2,22,53,37,71,44,39,93,97,0,0,-5,269,269,343,348,14.4158574,13.9445186,11.1122234,11.2742916,3.303634,2.67022697,2.20242266,5.24155664,7.1078186,4.35148099,9.31024127,9.59303763
50,3,5,13,175,Georgia,Laurens County,49581,49544,49527,49660,-37,-17,133,139,565,590,179,750,786,-40,-185,-196,1,26,61,-7,107,276,-6,133,337,9,35,-8,934,935,871,884,11.4059614,11.8967203,15.1406567,15.8488512,-3.7346953,-3.9521308,0.5248761,1.2299999,2.16006702,5.56524545,2.68494312,6.79524534
50,3,5,13,177,Georgia,Lee County,33162,33215,33194,33642,53,-21,448,92,324,316,86,334,330,6,-10,-14,0,4,17,38,-24,448,38,-20,465,9,9,-3,975,975,738,962,9.75771356,9.45598181,10.0588776,9.87491771,-0.301164,-0.4189359,0.1204656,0.50870788,-0.7227936,13.4059489,-0.602328,13.9146568
50,3,5,13,179,Georgia,Liberty County,65274,65317,66844,68030,43,1527,1186,336,1326,1387,101,544,553,235,782,834,11,-10,103,-214,785,248,-203,775,351,11,-30,1,3138,3138,4353,4410,20.0664341,20.5673443,8.23238323,8.20024616,11.8340509,12.3670982,-0.1513306,1.52735145,11.8794501,3.67750641,11.7281195,5.20485787
50,3,5,13,181,Georgia,Lincoln County,7688,7701,7750,7841,13,49,91,13,76,75,24,125,125,-11,-49,-50,0,0,-1,26,99,141,26,99,140,-2,-1,1,65,65,65,39,9.83755097,9.62093515,16.1801825,16.0348919,-6.3426315,-6.4139568,0,-0.1282791,12.8147046,18.0873581,12.8147046,17.959079
50,3,5,13,183,Georgia,Long County,16158,16269,17089,18348,111,820,1259,60,271,264,34,148,147,26,123,117,2,-3,11,87,728,1076,89,725,1087,-4,-28,55,323,323,254,294,16.2479765,14.8996811,8.87343366,8.29641335,7.37454284,6.60326777,-0.1798669,0.62082005,43.6477007,60.7274882,43.4678338,61.3483083
50,3,5,13,185,Georgia,Lowndes County,118249,118415,118914,119739,166,499,825,364,1568,1632,239,1190,1188,125,378,444,5,14,61,1,20,380,6,34,441,35,87,-60,5458,5453,4983,5022,13.2137244,13.6767608,10.028273,9.95587736,3.18545142,3.72088346,0.11797968,0.51120246,0.1685424,3.1845399,0.28652209,3.69574235
50,3,5,13,187,Georgia,Lumpkin County,33487,33631,32890,34796,144,-741,1906,74,301,308,61,384,397,13,-83,-89,1,48,118,137,-642,1738,138,-594,1856,-7,-64,139,4046,4037,2583,3868,9.04977376,9.10084803,11.5452263,11.7306385,-2.4954526,-2.6297905,1.44315329,3.48668853,-19.302175,51.3547853,-17.859022,54.8414739
50,3,5,13,189,Georgia,McDuffie County,21625,21603,21636,21713,-22,33,77,74,259,267,70,314,307,4,-55,-40,0,-6,-9,-29,83,127,-29,77,118,3,11,-1,133,133,126,215,11.9799255,12.3186233,14.5239252,14.1641099,-2.5439996,-1.8454866,-0.2775272,-0.4152345,3.83912671,5.85942006,3.56159948,5.44418556
50,3,5,13,191,Georgia,McIntosh County,10975,10987,11051,11180,12,64,129,20,92,88,35,209,210,-15,-117,-122,0,1,1,29,186,243,29,187,244,-2,-6,7,55,55,1,55,8.34921499,7.91687284,18.9672384,18.8925374,-10.618023,-10.975665,0.09075234,0.08996446,16.8799347,21.8613648,16.970687,21.9513292
50,3,5,13,193,Georgia,Macon County,12081,12021,11832,11765,-60,-189,-67,34,125,123,58,185,177,-24,-60,-54,0,0,0,-35,-128,-5,-35,-128,-5,-1,-1,-8,1880,1880,1734,1801,10.4808619,10.425054,15.5116757,15.001907,-5.0308137,-4.576853,0,0,-10.732403,-0.4237827,-10.732403,-0.4237827
50,3,5,13,195,Georgia,Madison County,30123,30269,30883,31473,146,614,590,85,374,385,74,384,377,11,-10,8,0,6,11,140,632,552,140,638,563,-5,-14,19,143,143,143,143,12.2318158,12.3484508,12.5588697,12.0918596,-0.3270539,0.25659119,0.19623234,0.35281288,20.6698064,17.7047918,20.8660387,18.0576047
50,3,5,13,197,Georgia,Marion County,7506,7530,7426,7449,24,-104,23,14,74,69,20,131,126,-6,-57,-57,0,7,15,33,-55,69,33,-48,84,-3,1,-4,93,93,93,89,9.89569404,9.27731092,17.518053,16.9411765,-7.6223589,-7.6638655,0.93607917,2.01680672,-7.3549077,9.27731092,-6.4188286,11.2941176
50,3,5,13,199,Georgia,Meriwether County,20610,20606,20715,20845,-4,109,130,64,246,241,89,397,383,-25,-151,-142,0,0,0,21,266,265,21,266,265,0,-6,7,90,75,75,63,11.9067786,11.5976901,19.2154111,18.4311838,-7.3086324,-6.8334937,0,0,12.8748094,12.7526468,12.8748094,12.7526468
50,3,5,13,201,Georgia,Miller County,5997,5988,5886,5807,-9,-102,-79,19,56,57,24,108,108,-5,-52,-51,0,0,0,-5,-46,-26,-5,-46,-26,1,-4,-2,169,169,156,161,9.43237325,9.74942273,18.1910056,18.4725904,-8.7586323,-8.7231677,0,0,-7.7480209,-4.4471051,-7.7480209,-4.4471051
50,3,5,13,205,Georgia,Mitchell County,21762,21668,21266,21116,-94,-402,-150,50,242,241,98,332,334,-48,-90,-93,0,-1,-1,-48,-300,-50,-48,-301,-51,2,-11,-6,1683,1683,1430,1398,11.2731169,11.3727526,15.4655984,15.7614081,-4.1924815,-4.3886556,-0.0465831,-0.0471898,-13.974938,-2.3594922,-14.021521,-2.4066821
50,3,5,13,207,Georgia,Monroe County,27955,28055,28729,29427,100,674,698,69,264,259,97,407,386,-28,-143,-127,0,-1,-4,128,847,804,128,846,800,0,-29,25,1296,1296,1270,1284,9.29839391,8.90707752,14.335024,13.2746406,-5.03663,-4.3675631,-0.0352212,-0.137561,29.8323471,27.6497696,29.797126,27.5122085
50,3,5,13,209,Georgia,Montgomery County,8610,8574,8654,8655,-36,80,1,22,102,107,26,128,133,-4,-26,-26,0,3,7,-29,100,22,-29,103,29,-3,3,-2,704,704,700,721,11.8411888,12.3635103,14.859531,15.3677278,-3.0183422,-3.0042175,0.34827026,0.80882778,11.6090086,2.54203016,11.9572788,3.35085794
50,3,5,13,211,Georgia,Morgan County,20096,20198,20654,21031,102,456,377,54,204,212,49,276,279,5,-72,-67,0,0,-3,103,545,432,103,545,429,-6,-17,15,177,177,201,194,9.98727113,10.1715245,13.5121903,13.3861101,-3.5249192,-3.2145856,0,-0.1439367,26.6816802,20.7268802,26.6816802,20.5829435
50,3,5,13,213,Georgia,Murray County,39982,40012,40032,40472,30,20,440,117,438,431,105,523,533,12,-85,-102,0,8,20,7,67,523,7,75,543,11,30,-1,256,255,256,248,10.9439808,10.7075425,13.0678127,13.2415781,-2.1238319,-2.5340356,0.19989006,0.49686972,1.67407926,12.9931432,1.87396932,13.4900129
50,3,5,13,215,Georgia,Muscogee County,206922,206998,205024,202616,76,-1974,-2408,665,2686,2805,564,2499,2482,101,187,323,27,85,324,-122,-2248,-3084,-95,-2163,-2760,70,2,29,6285,6286,5789,6264,13.0381387,13.7621431,12.1304202,12.1774114,0.90771852,1.58473163,0.41259933,1.58963792,-10.912039,-15.130998,-10.499439,-13.54136
50,3,5,13,217,Georgia,Newton County,112491,112843,115318,117621,352,2475,2303,321,1252,1297,269,1231,1228,52,21,69,1,57,123,279,2442,2089,280,2499,2212,20,-45,22,1522,1526,1436,1477,10.9747065,11.1359626,10.7906259,10.5435329,0.18408054,0.59242978,0.49964718,1.05607047,21.405937,17.9360262,21.9055842,18.9920966
50,3,5,13,219,Georgia,Oconee County,41799,42013,43025,43588,214,1012,563,82,341,341,82,355,357,0,-14,-16,1,18,54,210,1021,556,211,1039,610,3,-13,-31,113,113,98,148,8.01994403,7.87410666,8.34920859,8.24356621,-0.3292646,-0.3694596,0.42334015,1.24692598,24.0127943,12.8387194,24.4361344,14.0856453
50,3,5,13,221,Georgia,Oglethorpe County,14824,14867,15142,15469,43,275,327,40,148,145,51,218,202,-11,-70,-57,0,6,19,56,349,360,56,355,379,-2,-10,5,81,81,72,71,9.86370755,9.4737186,14.5289746,13.19787,-4.6652671,-3.7241514,0.39988004,1.24138382,23.2596888,23.5209565,23.6595688,24.7623403
50,3,5,13,223,Georgia,Paulding County,168660,169570,173921,178421,910,4351,4500,475,1988,1927,316,1386,1345,159,602,582,5,60,153,738,3756,3730,743,3816,3883,8,-67,35,669,511,484,669,11.5752669,10.9382361,8.07008044,7.63462772,3.50518645,3.30360843,0.34935413,0.86847438,21.8695686,21.1726107,22.2189228,22.0410851
50,3,5,13,225,Georgia,Peach County,27989,28040,28245,28562,51,205,317,76,291,349,88,364,377,-12,-73,-28,0,-1,-5,62,271,342,62,270,337,1,8,8,1451,1449,1355,1427,10.3402327,12.2872181,12.9341743,13.2730121,-2.5939415,-0.985794,-0.0355334,-0.1760346,9.62956383,12.0407696,9.59403038,11.864735
50,3,5,13,227,Georgia,Pickens County,33215,33339,33990,34826,124,651,836,75,289,290,107,468,453,-32,-179,-163,0,1,2,173,861,947,173,862,949,-17,-32,50,340,340,293,302,8.5847109,8.42827249,13.9018848,13.1655429,-5.3171739,-4.7372704,0.02970488,0.05812602,25.5759034,27.5226691,25.6056083,27.5807952
50,3,5,13,229,Georgia,Pierce County,19716,19746,19975,20168,30,229,193,57,230,238,54,318,327,3,-88,-89,0,-1,-2,23,318,286,23,317,284,4,0,-2,124,124,124,158,11.5807759,11.857609,16.0116815,16.291757,-4.4309056,-4.4341479,-0.0503512,-0.0996438,16.0116815,14.2490596,15.9613303,14.1494158
50,3,5,13,231,Georgia,Pike County,18881,18936,19534,19990,55,598,456,47,195,203,43,232,245,4,-37,-42,0,2,6,46,656,491,46,658,497,5,-23,1,228,228,294,227,10.1377697,10.2722397,12.0613465,12.3975306,-1.9235768,-2.125291,0.10397713,0.30361299,34.104497,24.8456634,34.2084741,25.1492764
50,3,5,13,233,Georgia,Polk County,42854,42923,43332,43709,69,409,377,126,531,572,120,614,643,6,-83,-71,0,15,31,57,470,413,57,485,444,6,7,4,374,374,238,271,12.3123297,13.1432314,14.2368558,14.7746464,-1.9245261,-1.6314151,0.34780592,0.71230799,10.897919,9.48978068,11.2457249,10.2020887
50,3,5,13,235,Georgia,Pulaski County,9857,9873,9582,9984,16,-291,402,30,97,102,33,149,163,-3,-52,-61,0,0,0,18,-226,430,18,-226,430,1,-13,33,1307,1307,963,1336,9.97172963,10.4262496,15.3173991,16.6615558,-5.3456695,-6.2353061,0,0,-23.233102,43.9537974,-23.233102,43.9537974
50,3,5,13,237,Georgia,Putnam County,22046,22163,22643,22984,117,480,341,52,213,215,66,328,347,-14,-115,-132,0,8,18,145,612,440,145,620,458,-14,-25,15,169,169,169,150,9.50765522,9.42424442,14.6408963,15.2102922,-5.1332411,-5.7860477,0.35709503,0.78900651,27.3177699,19.2868258,27.674865,20.0758323
